9	0	529	0	1	1
9	0	529	0	1	1
9	0	528	0	1	1
9	0	528	0	1	1
9	0	528	0	1	1
9	0	529	0	1	1
9	0	529	0	1	1
9	0	528	0	1	1
9	0	528	0	1	1
9	0	529	0	1	1
9	0	269	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	268	0	1	2
9	0	269	0	1	2
9	0	268	0	1	2
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	46	0	1	3
9	0	48	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	47	0	1	4
9	0	48	0	1	4
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	0	51	0	1	5
9	1	529	0	1	1
9	1	435	0	1	1
9	1	575	0	1	1
9	1	1182	0	1	1
9	1	268	0	1	1
9	1	485	0	1	1
9	1	640	0	1	1
9	1	557	0	1	1
9	1	538	0	1	1
9	1	421	0	1	1
9	1	250	0	1	2
9	1	169	0	1	2
9	1	266	0	1	2
9	1	253	0	1	2
9	1	259	0	1	2
9	1	266	0	1	2
9	1	218	0	1	2
9	1	245	0	1	2
9	1	262	0	1	2
9	1	220	0	1	2
9	1	45	0	1	3
9	1	47	0	1	3
9	1	48	0	1	3
9	1	48	0	1	3
9	1	48	0	1	3
9	1	45	0	1	3
9	1	48	0	1	3
9	1	48	0	1	3
9	1	45	0	1	3
9	1	49	0	1	3
9	1	48	0	1	4
9	1	46	0	1	4
9	1	47	0	1	4
9	1	46	0	1	4
9	1	48	0	1	4
9	1	47	0	1	4
9	1	50	0	1	4
9	1	47	0	1	4
9	1	52	0	1	4
9	1	49	0	1	4
9	1	54	0	1	5
9	1	53	0	1	5
9	1	63	0	1	5
9	1	53	0	1	5
9	1	54	0	1	5
9	1	54	0	1	5
9	1	56	0	1	5
9	1	52	0	1	5
9	1	53	0	1	5
9	1	54	0	1	5
9	2	1149	0	1	1
9	2	568	0	1	1
9	2	383	0	1	1
9	2	470	0	1	1
9	2	528	0	1	1
9	2	549	0	1	1
9	2	312	0	1	1
9	2	521	0	1	1
9	2	546	0	1	1
9	2	574	0	1	1
9	2	254	0	1	2
9	2	495	0	1	2
9	2	142	0	1	2
9	2	253	0	1	2
9	2	173	0	1	2
9	2	190	0	1	2
9	2	224	0	1	2
9	2	145	0	1	2
9	2	213	0	1	2
9	2	245	0	1	2
9	2	47	0	1	3
9	2	44	0	1	3
9	2	44	0	1	3
9	2	46	0	1	3
9	2	46	0	1	3
9	2	46	0	1	3
9	2	46	0	1	3
9	2	46	0	1	3
9	2	46	0	1	3
9	2	49	0	1	3
9	2	49	0	1	4
9	2	44	0	1	4
9	2	49	0	1	4
9	2	46	0	1	4
9	2	46	0	1	4
9	2	48	0	1	4
9	2	47	0	1	4
9	2	53	0	1	4
9	2	52	0	1	4
9	2	52	0	1	4
9	2	55	0	1	5
9	2	57	0	1	5
9	2	53	0	1	5
9	2	49	0	1	5
9	2	54	0	1	5
9	2	54	0	1	5
9	2	56	0	1	5
9	2	53	0	1	5
9	2	52	0	1	5
9	2	52	0	1	5
9	3	287	0	1	1
9	3	619	0	1	1
9	3	843	0	1	1
9	3	641	0	1	1
9	3	434	0	1	1
9	3	467	0	1	1
9	3	240	0	1	1
9	3	631	0	1	1
9	3	462	0	1	1
9	3	720	0	1	1
9	3	241	0	1	2
9	3	340	0	1	2
9	3	176	0	1	2
9	3	154	0	1	2
9	3	87	0	1	2
9	3	179	0	1	2
9	3	209	0	1	2
9	3	97	0	1	2
9	3	110	0	1	2
9	3	348	0	1	2
9	3	42	0	1	3
9	3	43	0	1	3
9	3	45	0	1	3
9	3	46	0	1	3
9	3	46	0	1	3
9	3	46	0	1	3
9	3	43	0	1	3
9	3	42	0	1	3
9	3	46	0	1	3
9	3	47	0	1	3
9	3	46	0	1	4
9	3	44	0	1	4
9	3	46	0	1	4
9	3	45	0	1	4
9	3	43	0	1	4
9	3	45	0	1	4
9	3	49	0	1	4
9	3	46	0	1	4
9	3	46	0	1	4
9	3	44	0	1	4
9	3	48	0	1	5
9	3	49	0	1	5
9	3	52	0	1	5
9	3	49	0	1	5
9	3	52	0	1	5
9	3	52	0	1	5
9	3	48	0	1	5
9	3	51	0	1	5
9	3	49	0	1	5
9	3	49	0	1	5
9	4	410	0	1	1
9	4	176	0	1	1
9	4	721	0	1	1
9	4	1067	0	1	1
9	4	449	0	1	1
9	4	550	0	1	1
9	4	660	0	1	1
9	4	712	0	1	1
9	4	553	0	1	1
9	4	266	0	1	1
9	4	100	0	1	2
9	4	191	0	1	2
9	4	130	0	1	2
9	4	225	0	1	2
9	4	114	0	1	2
9	4	127	0	1	2
9	4	178	0	1	2
9	4	232	0	1	2
9	4	195	0	1	2
9	4	81	0	1	2
9	4	42	0	1	3
9	4	45	0	1	3
9	4	41	0	1	3
9	4	43	0	1	3
9	4	44	0	1	3
9	4	41	0	1	3
9	4	42	0	1	3
9	4	42	0	1	3
9	4	42	0	1	3
9	4	45	0	1	3
9	4	43	0	1	4
9	4	45	0	1	4
9	4	43	0	1	4
9	4	45	0	1	4
9	4	43	0	1	4
9	4	45	0	1	4
9	4	43	0	1	4
9	4	45	0	1	4
9	4	44	0	1	4
9	4	44	0	1	4
9	4	52	0	1	5
9	4	48	0	1	5
9	4	50	0	1	5
9	4	51	0	1	5
9	4	50	0	1	5
9	4	49	0	1	5
9	4	47	0	1	5
9	4	51	0	1	5
9	4	51	0	1	5
9	4	52	0	1	5
9	5	401	0	1	1
9	5	135	0	1	1
9	5	579	0	1	1
9	5	891	0	1	1
9	5	2162	0	1	1
9	5	380	0	1	1
9	5	421	0	1	1
9	5	246	0	1	1
9	5	707	0	1	1
9	5	508	0	1	1
9	5	80	0	1	2
9	5	255	0	1	2
9	5	294	0	1	2
9	5	455	0	1	2
9	5	155	0	1	2
9	5	439	0	1	2
9	5	227	0	1	2
9	5	83	0	1	2
9	5	4168	0	1	2
9	5	80	0	1	2
9	5	40	0	1	3
9	5	47	0	1	3
9	5	47	0	1	3
9	5	45	0	1	3
9	5	44	0	1	3
9	5	46	0	1	3
9	5	42	0	1	3
9	5	42	0	1	3
9	5	41	0	1	3
9	5	41	0	1	3
9	5	51	0	1	4
9	5	45	0	1	4
9	5	47	0	1	4
9	5	45	0	1	4
9	5	44	0	1	4
9	5	42	0	1	4
9	5	44	0	1	4
9	5	47	0	1	4
9	5	45	0	1	4
9	5	45	0	1	4
9	5	47	0	1	5
9	5	48	0	1	5
9	5	50	0	1	5
9	5	48	0	1	5
9	5	50	0	1	5
9	5	54	0	1	5
9	5	50	0	1	5
9	5	54	0	1	5
9	5	49	0	1	5
9	5	48	0	1	5
9	6	614	0	1	1
9	6	375	0	1	1
9	6	248	0	1	1
9	6	711	0	1	1
9	6	182	0	1	1
9	6	288	0	1	1
9	6	562	0	1	1
9	6	394	0	1	1
9	6	199	0	1	1
9	6	337	0	1	1
9	6	156	0	1	2
9	6	82	0	1	2
