9,20,18762,0,1,1,
9,20,37495,0,1,1,
9,20,60034,1,0,1,
9,20,60026,1,0,1,
9,20,60020,1,0,1,
9,20,76,0,1,1,
9,20,11024,0,1,1,
9,20,60010,1,0,1,
9,20,3466,0,1,1,
9,20,60024,1,0,1,
9,20,115,0,1,2,
9,20,60018,1,0,2,
9,20,60016,1,0,2,
9,20,5832,0,1,2,
9,20,450,0,1,2,
9,20,4900,0,1,2,
9,20,75,0,1,2,
9,20,70,0,1,2,
9,20,60018,1,0,2,
9,20,260,0,1,2,
9,20,174,0,1,3,
9,20,28,0,1,3,
9,20,30,0,1,3,
9,20,31,0,1,3,
9,20,32,0,0,3,
9,20,28,0,1,3,
9,20,27,0,1,3,
9,20,42,0,1,3,
9,20,12,0,0,3,
9,20,12,0,0,3,
9,20,30,0,1,4,
9,20,123,0,1,4,
9,20,35,0,1,4,
9,20,30,0,1,4,
9,20,34,0,1,4,
9,20,9,0,0,4,
9,20,30,0,1,4,
9,20,29,0,1,4,
9,20,30,0,1,4,
9,20,80,0,1,4,
9,20,48,0,1,5,
9,20,56,0,1,5,
9,20,33,0,1,5,
9,20,12,0,0,5,
9,20,41,0,1,5,
9,20,42,0,1,5,
9,20,32,0,1,5,
9,20,43,0,1,5,
9,20,9,0,0,5,
9,20,32,0,1,5,
9,21,4970,0,1,1,
9,21,35991,0,1,1,
9,21,16739,0,1,1,
9,21,60021,1,0,1,
9,21,681,0,1,1,
9,21,49497,0,1,1,
9,21,513,0,1,1,
9,21,60022,1,0,1,
9,21,386,0,1,1,
9,21,4113,0,0,1,
9,21,60026,1,0,2,
9,21,1013,0,0,2,
9,21,10,0,0,2,
9,21,60012,1,0,2,
9,21,13,0,0,2,
9,21,60020,1,0,2,
9,21,60026,1,0,2,
9,21,39078,0,1,2,
9,21,313,0,1,2,
9,21,228,0,1,2,
9,21,2118,0,0,3,
9,21,30,0,1,3,
9,21,8,0,0,3,
9,21,36,0,1,3,
9,21,27,0,1,3,
9,21,28,0,1,3,
9,21,39,0,1,3,
9,21,10,0,0,3,
9,21,8,0,0,3,
9,21,31,0,1,3,
9,21,54,0,1,4,
9,21,17,0,0,4,
9,21,9,0,0,4,
9,21,13,0,0,4,
9,21,8,0,0,4,
9,21,33,0,1,4,
9,21,419,0,1,4,
9,21,35,0,1,4,
9,21,29,0,1,4,
9,21,9,0,0,4,
9,21,51,0,1,5,
9,21,34,0,1,5,
9,21,24,0,0,5,
9,21,38,0,1,5,
9,21,36,0,1,5,
9,21,195,0,0,5,
9,21,57,0,1,5,
9,21,974,0,0,5,
9,21,9,0,0,5,
9,21,34,0,1,5,
9,22,7225,0,1,1,
9,22,424,0,0,1,
9,22,60022,1,0,1,
9,22,863,0,1,1,
9,22,60024,1,0,1,
9,22,1525,0,0,1,
9,22,14982,0,1,1,
9,22,2088,0,1,1,
9,22,60023,1,0,1,
9,22,4289,0,1,1,
9,22,866,0,1,2,
9,22,36534,0,1,2,
9,22,9,0,0,2,
9,22,17091,0,1,2,
9,22,3133,0,1,2,
9,22,60017,1,0,2,
9,22,60013,1,0,2,
9,22,60023,1,0,2,
9,22,20,0,0,2,
9,22,60020,1,0,2,
9,22,14,0,0,3,
9,22,244,0,1,3,
9,22,26,0,1,3,
9,22,32,0,0,3,
9,22,8,0,0,3,
9,22,32,0,1,3,
9,22,174,0,1,3,
9,22,19,0,0,3,
9,22,34,0,1,3,
9,22,9,0,0,3,
9,22,11,0,0,4,
9,22,420,0,0,4,
9,22,31,0,1,4,
9,22,32,0,1,4,
9,22,31,0,1,4,
9,22,1341,0,0,4,
9,22,55,0,1,4,
9,22,1650,0,0,4,
9,22,10,0,0,4,
9,22,10,0,0,4,
9,22,239,0,1,5,
9,22,9,0,0,5,
9,22,43,0,1,5,
9,22,10,0,0,5,
9,22,655,0,0,5,
9,22,8,0,0,5,
9,22,32,0,1,5,
9,22,36,0,1,5,
9,22,33,0,1,5,
9,22,34,0,1,5,
9,23,1632,0,1,1,
9,23,5685,0,1,1,
9,23,11520,0,0,1,
9,23,10995,0,1,1,
9,23,162,0,0,1,
9,23,6008,0,1,1,
9,23,60021,1,0,1,
9,23,60022,1,0,1,
9,23,10049,0,1,1,
9,23,1487,0,1,1,
9,23,60012,1,0,2,
9,23,439,0,0,2,
9,23,3731,0,0,2,
9,23,305,0,0,2,
9,23,52140,0,1,2,
9,23,60018,1,0,2,
9,23,10237,0,0,2,
9,23,96,0,0,2,
9,23,36,0,1,2,
9,23,1607,0,1,2,
9,23,49,0,1,3,
9,23,40,0,1,3,
9,23,1932,0,0,3,
9,23,26,0,1,3,
9,23,44,0,0,3,
9,23,56,0,0,3,
9,23,8,0,0,3,
9,23,32,0,1,3,
9,23,26,0,1,3,
9,23,7,0,0,3,
9,23,24,0,0,4,
